,item
20107,waffles
20108,yogurt
20109,semi-finished bread
20110,newspapers
20111,onions
20112,whipped/sour cream
20113,white wine
20114,rolls/buns
20115,brown bread
20116,chocolate
20117,whole milk
20118,bottled beer
20119,pip fruit
20120,whole milk
20121,whole milk
20122,butter
20123,pastry
20124,white wine
20125,butter
20126,canned beer
20127,cake bar
20128,butter
20129,waffles
20130,bottled water
20131,other vegetables
20132,whole milk
20133,bottled water
20134,brown bread
20135,other vegetables
20136,newspapers
20137,whole milk
20138,waffles
20139,butter
20140,curd
20141,whole milk
20142,rolls/buns
20143,oil
20144,UHT-milk
20145,UHT-milk
20146,whole milk
20147,fruit/vegetable juice
20148,butter
20149,whole milk
20150,other vegetables
20151,brown bread
20152,curd
20153,newspapers
20154,hamburger meat
20155,pip fruit
20156,baking powder
20157,white bread
20158,pork
20159,yogurt
20160,hamburger meat
20161,root vegetables
20162,pork
20163,whole milk
20164,liquor
20165,other vegetables
20166,other vegetables
20167,soft cheese
20168,other vegetables
20169,domestic eggs
20170,roll products 
20171,grapes
20172,cream cheese 
20173,coffee
20174,berries
20175,soft cheese
20176,curd
20177,other vegetables
20178,soda
20179,onions
20180,root vegetables
20181,beef
20182,pip fruit
20183,frozen vegetables
20184,white bread
20185,shopping bags
20186,other vegetables
20187,yogurt
20188,sliced cheese
20189,house keeping products
20190,condensed milk
20191,sweet spreads
20192,white bread
20193,shopping bags
20194,root vegetables
20195,yogurt
20196,tropical fruit
20197,tropical fruit
20198,whole milk
20199,root vegetables
20200,rolls/buns
20201,brown bread
20202,other vegetables
20203,pip fruit
20204,dishes
20205,herbs
20206,newspapers
20207,other vegetables
20208,whole milk
20209,dishes
20210,fruit/vegetable juice
20211,other vegetables
20212,soda
20213,other vegetables
20214,pastry
20215,herbs
20216,onions
20217,pip fruit
20218,newspapers
20219,butter
20220,tropical fruit
20221,root vegetables
20222,honey
20223,sweet spreads
20224,curd
20225,pork
20226,citrus fruit
20227,liver loaf
20228,whole milk
20229,whole milk
20230,citrus fruit
20231,brown bread
20232,rolls/buns
20233,domestic eggs
20234,root vegetables
20235,root vegetables
20236,root vegetables
20237,yogurt
20238,pip fruit
20239,citrus fruit
20240,tropical fruit
20241,whole milk
20242,brown bread
20243,ice cream
20244,whole milk
20245,domestic eggs
20246,other vegetables
20247,bottled water
20248,UHT-milk
20249,root vegetables
20250,other vegetables
20251,root vegetables
20252,semi-finished bread
20253,chicken
20254,oil
20255,misc. beverages
20256,root vegetables
20257,coffee
20258,other vegetables
20259,brown bread
20260,grapes
20261,root vegetables
20262,shopping bags
20263,rolls/buns
20264,yogurt
20265,whipped/sour cream
20266,cream cheese 
20267,pastry
20268,whole milk
20269,frozen dessert
20270,other vegetables
20271,root vegetables
20272,pastry
20273,other vegetables
20274,other vegetables
20275,rolls/buns
20276,pot plants
20277,soda
20278,cling film/bags
20279,frozen meals
20280,whipped/sour cream
20281,fruit/vegetable juice
20282,cream cheese 
20283,pip fruit
20284,frozen vegetables
20285,pip fruit
20286,yogurt
20287,other vegetables
20288,root vegetables
20289,UHT-milk
20290,sugar
20291,root vegetables
20292,other vegetables
20293,red/blush wine
20294,root vegetables
20295,mayonnaise
20296,soda
20297,condensed milk
20298,newspapers
20299,whole milk
20300,pip fruit
20301,butter
20302,rolls/buns
20303,whole milk
20304,bottled beer
20305,frozen vegetables
20306,domestic eggs
20307,whole milk
20308,rolls/buns
20309,citrus fruit
20310,chocolate
20311,soda
20312,whole milk
20313,newspapers
20314,other vegetables
20315,zwieback
20316,candles
20317,yogurt
20318,whipped/sour cream
20319,other vegetables
20320,yogurt
20321,herbs
20322,other vegetables
20323,candy
20324,pudding powder
20325,fruit/vegetable juice
20326,frozen dessert
20327,shopping bags
20328,pastry
20329,whole milk
20330,cream
20331,tropical fruit
20332,rolls/buns
20333,baking powder
20334,frozen potato products
20335,dishes
20336,cream cheese 
20337,newspapers
20338,pickled vegetables
20339,red/blush wine
20340,bottled water
20341,whole milk
20342,sliced cheese
20343,whole milk
20344,coffee
20345,pip fruit
20346,frozen meals
20347,butter milk
20348,bottled water
20349,waffles
20350,pastry
20351,whole milk
20352,other vegetables
20353,root vegetables
20354,frozen vegetables
20355,sugar
20356,whole milk
20357,citrus fruit
20358,yogurt
20359,pip fruit
20360,cream cheese 
20361,photo/film
20362,whole milk
20363,frozen meals
20364,whole milk
20365,soda
20366,mustard
20367,pastry
20368,rolls/buns
20369,butter
20370,hygiene articles
20371,coffee
20372,pastry
20373,whole milk
20374,pip fruit
20375,cookware
20376,oil
20377,whole milk
20378,brown bread
20379,pasta
20380,other vegetables
20381,curd
20382,tropical fruit
20383,dessert
20384,other vegetables
20385,whipped/sour cream
20386,bottled water
20387,citrus fruit
20388,rolls/buns
20389,other vegetables
20390,tropical fruit
20391,canned beer
20392,bottled beer
20393,beverages
20394,pastry
20395,rolls/buns
20396,root vegetables
20397,other vegetables
20398,sweet spreads
20399,tropical fruit
20400,whole milk
20401,pip fruit
20402,tropical fruit
20403,bottled beer
20404,sugar
20405,sliced cheese
20406,yogurt
20407,whole milk
20408,other vegetables
20409,whole milk
20410,UHT-milk
20411,rolls/buns
20412,soda
20413,whole milk
20414,rum
20415,specialty chocolate
20416,white bread
20417,whipped/sour cream
20418,newspapers
20419,chewing gum
20420,berries
20421,pastry
20422,bottled beer
20423,root vegetables
20424,ready soups
20425,whole milk
20426,frozen vegetables
20427,detergent
20428,liquor
20429,cat food
20430,sugar
20431,onions
20432,yogurt
20433,other vegetables
20434,soda
20435,chewing gum
20436,rolls/buns
20437,pastry
20438,other vegetables
20439,rolls/buns
20440,whole milk
20441,salty snack
20442,rolls/buns
20443,chocolate
20444,cream cheese 
20445,soda
20446,sugar
20447,packaged fruit/vegetables
20448,cake bar
20449,butter
20450,fruit/vegetable juice
20451,yogurt
20452,frozen meals
20453,liquor
20454,newspapers
20455,dessert
20456,brown bread
20457,dessert
20458,cream cheese 
20459,bottled water
20460,curd
20461,onions
20462,chewing gum
20463,pastry
20464,whole milk
20465,brown bread
20466,whole milk
20467,dishes
20468,other vegetables
20469,specialty bar
20470,whole milk
20471,yogurt
20472,whipped/sour cream
20473,sugar
20474,salt
20475,whole milk
20476,yogurt
20477,newspapers
20478,bottled beer
20479,syrup
20480,yogurt
20481,pip fruit
20482,spread cheese
20483,fruit/vegetable juice
20484,cat food
20485,soda
20486,coffee
20487,pip fruit
20488,rolls/buns
20489,long life bakery product
20490,rum
20491,snack products
20492,yogurt
20493,coffee
20494,sliced cheese
20495,grapes
20496,specialty chocolate
20497,baking powder
20498,dishes
20499,liquor
20500,domestic eggs
20501,pet care
20502,cooking chocolate
20503,soft cheese
20504,semi-finished bread
20505,beverages
20506,dish cleaner
20507,mustard
20508,other vegetables
20509,yogurt
20510,beverages
20511,shopping bags
20512,rolls/buns
20513,domestic eggs
20514,whipped/sour cream
20515,herbs
20516,hard cheese
20517,margarine
20518,red/blush wine
20519,coffee
20520,hair spray
20521,napkins
20522,coffee
20523,whipped/sour cream
20524,frozen meals
20525,rolls/buns
20526,long life bakery product
20527,jam
20528,sparkling wine
20529,whole milk
20530,pip fruit
20531,sugar
20532,curd
20533,bottled beer
20534,yogurt
20535,frozen potato products
20536,mustard
20537,dessert
20538,salt
20539,other vegetables
20540,sliced cheese
20541,canned beer
20542,misc. beverages
20543,root vegetables
20544,margarine
20545,butter milk
20546,fish
20547,sliced cheese
20548,dessert
20549,other vegetables
20550,other vegetables
20551,root vegetables
20552,root vegetables
20553,rolls/buns
20554,meat
20555,root vegetables
20556,oil
20557,specialty bar
20558,soda
20559,soda
20560,whole milk
20561,pasta
20562,root vegetables
20563,other vegetables
20564,pickled vegetables
20565,female sanitary products
20566,grapes
20567,pip fruit
20568,yogurt
20569,other vegetables
20570,misc. beverages
20571,rolls/buns
20572,rolls/buns
20573,sugar
20574,soda
20575,cream cheese 
20576,hamburger meat
20577,bottled water
20578,bottled beer
20579,tropical fruit
20580,pip fruit
20581,butter milk
20582,soda
20583,whole milk
20584,shopping bags
20585,rolls/buns
20586,specialty chocolate
20587,bottled water
20588,whole milk
20589,bottled water
20590,root vegetables
20591,other vegetables
20592,pip fruit
20593,rolls/buns
20594,coffee
20595,grapes
20596,yogurt
20597,hard cheese
20598,yogurt
20599,root vegetables
20600,yogurt
20601,soda
20602,other vegetables
20603,rolls/buns
20604,mustard
20605,other vegetables
20606,hard cheese
20607,whole milk
20608,root vegetables
20609,fruit/vegetable juice
20610,bottled water
20611,other vegetables
20612,frozen vegetables
20613,shopping bags
20614,soda
20615,butter milk
20616,whipped/sour cream
20617,root vegetables
20618,canned beer
20619,rolls/buns
20620,hard cheese
20621,whole milk
20622,white bread
20623,hygiene articles
20624,UHT-milk
20625,chocolate
20626,tropical fruit
20627,butter
20628,domestic eggs
20629,semi-finished bread
20630,other vegetables
20631,domestic eggs
20632,bottled water
20633,canned beer
20634,frozen vegetables
20635,specialty chocolate
20636,soda
20637,pip fruit
20638,whipped/sour cream
20639,napkins
20640,UHT-milk
20641,salt
20642,chewing gum
20643,domestic eggs
20644,white bread
20645,other vegetables
20646,whole milk
20647,newspapers
20648,pastry
20649,pastry
20650,cream cheese 
20651,dessert
20652,white bread
20653,sugar
20654,yogurt
20655,processed cheese
20656,cat food
20657,rolls/buns
20658,shopping bags
20659,pip fruit
20660,pastry
20661,newspapers
20662,bottled beer
20663,pip fruit
20664,curd
20665,spread cheese
20666,pip fruit
20667,UHT-milk
20668,salty snack
20669,butter
20670,domestic eggs
20671,brown bread
20672,rolls/buns
20673,tropical fruit
20674,cake bar
20675,yogurt
20676,pip fruit
20677,bottled water
20678,UHT-milk
20679,newspapers
20680,pastry
20681,prosecco
20682,whipped/sour cream
20683,dessert
20684,whole milk
20685,whole milk
20686,tropical fruit
20687,yogurt
20688,other vegetables
20689,white bread
20690,salty snack
20691,margarine
20692,brown bread
20693,soda
20694,whole milk
20695,fruit/vegetable juice
20696,whipped/sour cream
20697,coffee
20698,yogurt
20699,UHT-milk
20700,whole milk
20701,whole milk
20702,rolls/buns
20703,butter
20704,whole milk
20705,yogurt
20706,other vegetables
20707,other vegetables
20708,hygiene articles
20709,canned beer
20710,pet care
20711,soda
20712,root vegetables
20713,whole milk
20714,curd
20715,hamburger meat
20716,UHT-milk
20717,domestic eggs
20718,chocolate
20719,yogurt
20720,whole milk
20721,curd
20722,other vegetables
20723,bottled water
20724,frozen fruits
20725,other vegetables
20726,ice cream
20727,dessert
20728,ice cream
20729,coffee
20730,chicken
20731,canned beer
20732,berries
20733,margarine
20734,whole milk
20735,whole milk
20736,cream cheese 
20737,sliced cheese
20738,other vegetables
20739,newspapers
20740,beverages
20741,semi-finished bread
20742,brown bread
20743,UHT-milk
20744,specialty cheese
20745,candy
20746,frozen vegetables
20747,chewing gum
20748,domestic eggs
20749,salty snack
20750,root vegetables
20751,soda
20752,hard cheese
20753,beef
20754,whole milk
20755,cream cheese 
20756,soda
20757,detergent
20758,other vegetables
20759,liquor (appetizer)
20760,dessert
20761,misc. beverages
20762,snack products
20763,rolls/buns
20764,butter milk
20765,cream cheese 
20766,root vegetables
20767,domestic eggs
20768,pip fruit
20769,soft cheese
20770,frozen vegetables
20771,mayonnaise
20772,whole milk
20773,white wine
20774,soda
20775,yogurt
20776,rolls/buns
20777,whole milk
20778,frozen vegetables
20779,margarine
20780,root vegetables
20781,beverages
20782,grapes
20783,onions
20784,butter
20785,cream cheese 
20786,organic sausage
20787,yogurt
20788,oil
20789,root vegetables
20790,soda
20791,tropical fruit
20792,root vegetables
20793,pastry
20794,spread cheese
20795,rolls/buns
20796,pastry
20797,whole milk
20798,bottled water
20799,misc. beverages
20800,bottled beer
20801,cat food
20802,whole milk
20803,other vegetables
20804,chewing gum
20805,hard cheese
20806,white wine
20807,cream cheese 
20808,canned beer
20809,herbs
20810,bottled water
20811,brown bread
20812,pip fruit
20813,rolls/buns
20814,tropical fruit
20815,dessert
20816,yogurt
20817,sliced cheese
20818,yogurt
20819,rolls/buns
20820,rolls/buns
20821,pip fruit
20822,herbs
20823,brown bread
20824,whole milk
20825,margarine
20826,other vegetables
20827,hard cheese
20828,dish cleaner
20829,tropical fruit
20830,UHT-milk
20831,beverages
20832,root vegetables
20833,whole milk
20834,brown bread
20835,frozen vegetables
20836,root vegetables
20837,bottled water
20838,bottled beer
20839,brown bread
20840,baking powder
20841,frozen vegetables
20842,rolls/buns
20843,tidbits
20844,brown bread
20845,pickled vegetables
20846,other vegetables
20847,yogurt
20848,tropical fruit
20849,specialty bar
20850,beef
20851,pip fruit
20852,whole milk
20853,butter
20854,whole milk
20855,domestic eggs
20856,other vegetables
20857,bottled water
20858,sauces
20859,newspapers
20860,bottled beer
20861,butter
20862,UHT-milk
20863,root vegetables
20864,chocolate
20865,brown bread
20866,other vegetables
20867,pork
20868,margarine
20869,root vegetables
20870,fruit/vegetable juice
20871,other vegetables
20872,frozen potato products
20873,whole milk
20874,curd
20875,rolls/buns
20876,other vegetables
20877,soda
20878,tropical fruit
20879,canned beer
20880,soda
20881,canned beer
20882,white bread
20883,whole milk
20884,whole milk
20885,jam
20886,fruit/vegetable juice
20887,pork
20888,coffee
20889,rolls/buns
20890,beverages
20891,yogurt
20892,soda
20893,curd
20894,rolls/buns
20895,frozen vegetables
20896,oil
20897,long life bakery product
20898,UHT-milk
20899,whole milk
20900,bottled water
20901,root vegetables
20902,other vegetables
20903,bottled water
20904,seasonal products
20905,pip fruit
20906,whole milk
20907,baking powder
20908,bottled water
20909,root vegetables
20910,butter
20911,cream cheese 
20912,yogurt
20913,other vegetables
20914,dog food
20915,soda
20916,house keeping products
20917,other vegetables
20918,root vegetables
20919,whipped/sour cream
20920,other vegetables
20921,rolls/buns
20922,white wine
20923,onions
20924,frozen meals
20925,other vegetables
20926,herbs
20927,whole milk
20928,whole milk
20929,other vegetables
20930,whole milk
20931,other vegetables
20932,bottled water
20933,root vegetables
20934,yogurt
20935,pork
20936,butter milk
20937,yogurt
20938,rolls/buns
20939,soda
20940,rolls/buns
20941,white wine
20942,butter
20943,margarine
20944,tropical fruit
20945,other vegetables
20946,pastry
20947,domestic eggs
20948,other vegetables
20949,other vegetables
20950,other vegetables
20951,salt
20952,hamburger meat
20953,bottled water
20954,curd cheese
20955,other vegetables
20956,tropical fruit
20957,root vegetables
20958,chicken
20959,curd
20960,domestic eggs
20961,bottled beer
20962,tropical fruit
20963,soda
20964,sliced cheese
20965,whole milk
20966,napkins
20967,margarine
20968,brown bread
20969,frozen meals
20970,condensed milk
20971,beef
20972,bottled water
20973,chicken
20974,bottled beer
20975,soda
20976,male cosmetics
20977,whole milk
20978,root vegetables
20979,flour
20980,semi-finished bread
20981,margarine
20982,herbs
20983,whipped/sour cream
20984,yogurt
20985,whole milk
20986,pip fruit
20987,tropical fruit
20988,other vegetables
20989,whole milk
20990,other vegetables
